# u v
0.000000 0.098600
0.000000 0.098600
0.000000 0.112700
0.000000 0.112700
0.000000 0.112700
0.000000 0.112700
0.000000 0.112700
0.000000 0.112700
0.000000 0.126800
0.000000 0.126800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.126800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.140800
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.154900
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.169000
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.183100
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.197200
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.211300
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.211300
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.225400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.239400
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.239400
0.000000 0.239400
0.000000 0.239400
0.000000 0.239400
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.239400
0.000000 0.239400
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.239400
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.253500
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.281700
0.000000 0.267600
0.000000 0.281700
0.000000 0.295800
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.309900
0.000000 0.295800
0.000000 0.309900
0.000000 0.323900
0.000000 0.323900
0.000000 0.323900
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.323900
0.000000 0.323900
0.000000 0.323900
0.000000 0.323900
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.323900
0.000000 0.338000
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.366200
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.366200
0.000000 0.366200
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.366200
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.352100
0.000000 0.366200
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.352100
0.000000 0.380300
0.000000 0.380300
0.000000 0.380300
0.000000 0.380300
0.000000 0.380300
0.000000 0.394400
0.000000 0.394400
0.000000 0.394400
0.000000 0.380300
0.000000 0.394400
0.000000 0.380300
0.000000 0.394400
0.000000 0.380300
0.000000 0.394400
0.000000 0.380300
0.000000 0.408500
0.000000 0.408500
0.005900 0.000000
0.005900 0.028200
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.028200
0.005900 0.028200
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.028200
0.005900 0.028200
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.014100
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.028200
0.005900 0.000000
0.005900 0.028200
0.005900 0.014100
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.028200
0.005900 0.000000
0.005900 0.028200
0.005900 0.014100
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.028200
0.005900 0.014100
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.014100
0.005900 0.028200
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.014100
0.005900 0.028200
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.014100
0.005900 0.028200
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.014100
0.005900 0.028200
0.005900 0.014100
0.005900 0.028200
0.005900 0.000000
0.005900 0.000000
0.005900 0.000000
0.005900 0.000000
0.005900 0.042300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.042300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.042300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.042300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.042300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.056300
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.084500
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.070400
0.005900 0.084500
0.005900 0.098600
0.005900 0.112700
0.005900 0.112700
