# u v
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.005100
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.005100
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.005100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010200 0.010100
0.010300 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010200 0.000000
0.010200 0.010100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.005100
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010300 0.000000
0.010300 0.005100
0.010200 0.000000
0.010300 0.010100
0.010300 0.010100
0.010300 0.000000
0.010300 0.000000
0.010300 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.005100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.005100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.005100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010200 0.010100
0.010200 0.000000
0.010200 0.000000
0.010200 0.010100
0.010200 0.000000
0.010200 0.010100
0.010300 0.015200
0.010300 0.015200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.015200
0.010200 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010200 0.015200
0.010200 0.020200
0.010300 0.020200
0.010300 0.020200
0.010200 0.020200
0.010200 0.020200
0.010300 0.020200
0.010300 0.020200
0.010200 0.020200
0.010200 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010200 0.020200
0.010200 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010200 0.015200
0.010200 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010200 0.020200
0.010200 0.020200
0.010300 0.015200
0.010300 0.020200
0.010300 0.020200
0.010200 0.020200
0.010200 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
0.010200 0.020200
0.010200 0.020200
0.010300 0.020200
0.010300 0.020200
0.010300 0.020200
